run,model_name,n,pos_rate,score,direction,auroc,spearman_score_vs_len,token_bias_manifest,token_bias_results
mistral,mistralai/Mistral-7B-Instruct-v0.2,300,0.49666666666666665,lntp_mean,1.0,0.6134050402240099,-0.5039477629694805,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.results.jsonl
mistral,mistralai/Mistral-7B-Instruct-v0.2,300,0.49666666666666665,lntp_sum,1.0,0.603071247611005,0.6836983371645962,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.results.jsonl
mistral,mistralai/Mistral-7B-Instruct-v0.2,300,0.49666666666666665,mtp_mean,1.0,0.567691897417663,-0.012649294968007894,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.results.jsonl
mistral,mistralai/Mistral-7B-Instruct-v0.2,300,0.49666666666666665,mtp_sum,1.0,0.5398906618071915,0.8727548140100423,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\token_score_bias\mistral\token_bias.results.jsonl
