run,LNTP_mean_auroc,LNTP_sum_auroc,LNTP_delta_mean_minus_sum,MTP_mean_auroc,MTP_sum_auroc,MTP_delta_mean_minus_sum
mistral,0.6134050402240099,0.603071247611005,0.010333792613004933,0.567691897417663,0.5398906618071915,0.027801235610471542
